city,state,skill,experience,demand_index,cost_of_living,wage
Chennai,Tamil Nadu,Mason,9,1.07,12950,1570.5
Delhi,Delhi,Mason,7,0.54,19634,1533.68
Hyderabad,Telangana,Carpenter,3,1.04,16738,1150.76
Delhi,Delhi,Electrician,3,1.48,13438,1230.76
Pune,Maharashtra,Electrician,10,1.15,18792,1848.34
Delhi,Delhi,Electrician,5,1.13,17694,1505.38
Delhi,Delhi,Painter,5,0.74,13542,1341.84
Bangalore,Karnataka,Painter,8,1.43,17534,1534.18
Chennai,Tamil Nadu,Painter,7,1.39,8819,1499.88
Hyderabad,Telangana,Mason,1,1.17,17078,976.06
Delhi,Delhi,Electrician,8,1.41,19768,1809.86
Pune,Maharashtra,Electrician,15,0.58,10589,1527.78
Hyderabad,Telangana,Mason,14,1.2,10598,1568.96
Delhi,Delhi,Mason,3,1.34,9548,957.96
Hyderabad,Telangana,Mason,3,1.3,14718,1393.36
Pune,Maharashtra,Electrician,5,0.73,16147,1050.44
Hyderabad,Telangana,Mason,2,0.98,9999,1004.98
Delhi,Delhi,Carpenter,6,0.76,13813,1264.26
Bangalore,Karnataka,Painter,11,0.63,16192,1733.34
Delhi,Delhi,Mason,13,0.93,19460,1906.7
Delhi,Delhi,Electrician,4,0.51,14972,1208.94
Pune,Maharashtra,Electrician,9,0.57,9384,1312.18
Chennai,Tamil Nadu,Painter,3,0.58,15661,1203.22
Bangalore,Karnataka,Carpenter,3,0.63,10980,1146.1
Pune,Maharashtra,Painter,9,0.62,9921,1302.42
Pune,Maharashtra,Electrician,1,0.68,18296,965.92
Bangalore,Karnataka,Carpenter,12,0.61,18993,1684.36
Bangalore,Karnataka,Carpenter,13,1.32,13789,1969.78
Bangalore,Karnataka,Mason,4,0.92,10102,895.04
Hyderabad,Telangana,Mason,9,1.03,8552,1459.54
Hyderabad,Telangana,Electrician,11,0.81,8990,1598.3
Bangalore,Karnataka,Mason,4,0.68,10593,1113.86
Hyderabad,Telangana,Carpenter,6,0.95,9182,1040.14
Delhi,Delhi,Carpenter,12,1.09,13721,1485.92
Delhi,Delhi,Mason,11,1.36,12575,1756.5
Delhi,Delhi,Painter,9,0.79,8112,1250.74
Bangalore,Karnataka,Mason,9,1.02,15570,1483.4
Hyderabad,Telangana,Electrician,7,1.43,11439,1433.28
Delhi,Delhi,Mason,3,0.56,19947,1071.94
Delhi,Delhi,Carpenter,10,0.64,11351,1271.02
Chennai,Tamil Nadu,Mason,3,1.49,15943,1340.36
Pune,Maharashtra,Electrician,11,0.92,17841,1629.82
Chennai,Tamil Nadu,Mason,13,0.82,12461,1472.22
Chennai,Tamil Nadu,Electrician,11,0.74,13392,1384.84
Pune,Maharashtra,Mason,14,1.39,8672,1950.94
Hyderabad,Telangana,Carpenter,6,0.62,10261,978.22
Pune,Maharashtra,Mason,9,1.26,10269,1562.38
Chennai,Tamil Nadu,Mason,5,1.24,19377,1299.54
Chennai,Tamil Nadu,Painter,8,1.0,12102,1500.04
Pune,Maharashtra,Painter,10,1.0,8302,1426.04
Delhi,Delhi,Electrician,13,1.23,19375,1805.0
Pune,Maharashtra,Carpenter,5,1.48,17374,1306.48
Bangalore,Karnataka,Painter,4,1.39,17888,1201.26
Delhi,Delhi,Painter,9,0.8,10027,1470.54
Pune,Maharashtra,Electrician,2,0.81,19671,1064.92
Chennai,Tamil Nadu,Painter,3,0.56,18182,1232.64
Hyderabad,Telangana,Carpenter,10,1.14,17154,1576.08
Chennai,Tamil Nadu,Carpenter,10,0.59,12824,1361.98
Bangalore,Karnataka,Electrician,14,1.28,13635,1669.7
Hyderabad,Telangana,Mason,6,1.48,9629,1343.58
Hyderabad,Telangana,Carpenter,4,0.62,8930,780.6
Chennai,Tamil Nadu,Electrician,9,0.8,10806,1348.12
Bangalore,Karnataka,Electrician,3,0.72,12584,831.68
Chennai,Tamil Nadu,Electrician,13,0.68,10641,1609.82
Chennai,Tamil Nadu,Mason,5,0.94,8776,1079.52
Bangalore,Karnataka,Electrician,4,0.56,8197,966.94
Bangalore,Karnataka,Painter,5,1.32,18124,1285.48
Bangalore,Karnataka,Electrician,7,1.17,9455,1229.6
Bangalore,Karnataka,Carpenter,8,1.29,18367,1686.84
Pune,Maharashtra,Electrician,14,1.18,13242,1888.84
Hyderabad,Telangana,Carpenter,8,0.77,15306,1542.62
Chennai,Tamil Nadu,Carpenter,11,1.0,17644,1807.88
Delhi,Delhi,Carpenter,14,1.03,12564,1659.78
Hyderabad,Telangana,Mason,5,1.18,19366,1480.32
Chennai,Tamil Nadu,Electrician,1,1.18,8974,1004.48
Bangalore,Karnataka,Electrician,1,0.54,19867,979.34
Pune,Maharashtra,Mason,9,0.7,18952,1670.04
Delhi,Delhi,Painter,4,1.29,19342,1264.34
Pune,Maharashtra,Mason,1,0.71,19348,884.46
Hyderabad,Telangana,Painter,10,1.07,14815,1644.8
Chennai,Tamil Nadu,Electrician,3,0.79,10602,791.54
Chennai,Tamil Nadu,Painter,3,1.14,19286,1240.72
Delhi,Delhi,Painter,6,1.43,9682,1475.14
Chennai,Tamil Nadu,Painter,7,0.64,16006,1121.12
Hyderabad,Telangana,Electrician,9,0.75,9104,1478.58
Bangalore,Karnataka,Carpenter,3,0.59,8686,958.22
Pune,Maharashtra,Carpenter,3,1.32,12070,1224.4
Bangalore,Karnataka,Mason,6,0.56,17893,1238.86
Chennai,Tamil Nadu,Carpenter,4,1.12,15852,1113.04
Chennai,Tamil Nadu,Painter,14,0.52,12549,1786.98
Bangalore,Karnataka,Painter,8,1.17,16629,1573.08
Bangalore,Karnataka,Mason,13,1.36,19827,1893.54
Hyderabad,Telangana,Electrician,9,0.52,17089,1305.78
Hyderabad,Telangana,Electrician,8,0.94,18546,1515.92
Bangalore,Karnataka,Mason,6,0.52,15454,1292.08
Chennai,Tamil Nadu,Painter,8,1.01,12560,1275.7
Delhi,Delhi,Electrician,1,1.44,19315,1305.3
Bangalore,Karnataka,Mason,1,1.24,12755,894.1
Pune,Maharashtra,Painter,5,0.5,18476,1041.52
Pune,Maharashtra,Electrician,2,1.43,13200,989.5
Hyderabad,Telangana,Mason,6,0.63,11132,1073.14
Hyderabad,Telangana,Painter,14,0.69,17107,1918.64
Chennai,Tamil Nadu,Carpenter,7,1.42,17689,1472.78
Delhi,Delhi,Painter,1,0.96,14745,1169.9
Chennai,Tamil Nadu,Mason,8,0.52,18793,1409.86
Delhi,Delhi,Electrician,2,0.52,16216,1133.32
Delhi,Delhi,Carpenter,5,0.76,14469,1287.38
Pune,Maharashtra,Electrician,13,1.36,15827,1949.54
Hyderabad,Telangana,Painter,15,0.95,15868,1778.86
Bangalore,Karnataka,Painter,12,0.88,17386,1652.72
Chennai,Tamil Nadu,Painter,14,1.43,15145,1860.4
Hyderabad,Telangana,Mason,5,1.48,16261,1461.22
Hyderabad,Telangana,Carpenter,7,0.93,12383,1168.16
Bangalore,Karnataka,Mason,10,1.18,15660,1589.2
Bangalore,Karnataka,Electrician,9,0.52,18439,1406.78
Delhi,Delhi,Painter,10,0.73,18092,1370.34
Delhi,Delhi,Mason,7,0.97,18946,1364.42
Delhi,Delhi,Mason,2,0.85,11223,1035.96
Pune,Maharashtra,Carpenter,7,0.93,12950,1381.5
Chennai,Tamil Nadu,Mason,1,1.21,10918,936.86
Delhi,Delhi,Painter,8,0.5,13028,1213.56
Pune,Maharashtra,Mason,9,1.22,9293,1352.86
Hyderabad,Telangana,Carpenter,7,1.0,16034,1381.68
Pune,Maharashtra,Painter,15,1.5,12769,2097.38
Delhi,Delhi,Painter,13,0.8,19018,1635.36
Bangalore,Karnataka,Electrician,10,1.08,14591,1702.82
Chennai,Tamil Nadu,Mason,1,1.37,10383,1144.16
Chennai,Tamil Nadu,Electrician,4,1.16,9621,1267.42
Pune,Maharashtra,Painter,8,1.21,14864,1675.78
Chennai,Tamil Nadu,Electrician,9,0.53,11188,1194.26
Bangalore,Karnataka,Painter,1,1.18,16816,1118.32
Chennai,Tamil Nadu,Carpenter,14,1.09,13342,1705.34
Chennai,Tamil Nadu,Mason,7,1.4,9022,1249.44
Pune,Maharashtra,Electrician,12,0.98,12418,1656.36
Delhi,Delhi,Mason,10,1.39,9141,1421.32
Hyderabad,Telangana,Carpenter,12,1.4,13570,1699.4
Delhi,Delhi,Carpenter,2,0.66,8501,996.02
Bangalore,Karnataka,Mason,1,1.46,10306,942.12
Chennai,Tamil Nadu,Painter,6,0.94,8296,1082.92
Delhi,Delhi,Carpenter,3,1.3,13952,1253.04
Chennai,Tamil Nadu,Electrician,1,0.57,12148,890.46
Bangalore,Karnataka,Carpenter,8,0.93,17659,1527.68
Pune,Maharashtra,Painter,9,1.09,8652,1285.54
Chennai,Tamil Nadu,Painter,1,0.81,16832,1185.14
Bangalore,Karnataka,Carpenter,5,0.93,18883,1206.16
Bangalore,Karnataka,Mason,5,0.78,19369,1288.38
Hyderabad,Telangana,Mason,11,0.75,8875,1547.0
Pune,Maharashtra,Painter,14,0.54,9069,1365.38
Bangalore,Karnataka,Carpenter,4,0.6,10473,890.46
Hyderabad,Telangana,Painter,10,0.6,15870,1366.4
Chennai,Tamil Nadu,Carpenter,6,1.07,12949,1132.48
Bangalore,Karnataka,Mason,7,0.55,15020,1085.9
Hyderabad,Telangana,Mason,10,1.34,13628,1767.56
Chennai,Tamil Nadu,Mason,1,0.94,13212,877.24
Delhi,Delhi,Electrician,2,1.35,11219,1132.88
Hyderabad,Telangana,Painter,12,1.46,18038,1928.76
Pune,Maharashtra,Painter,10,0.63,14843,1525.36
Delhi,Delhi,Carpenter,7,0.56,17936,1245.72
Hyderabad,Telangana,Electrician,3,0.76,8451,818.02
Delhi,Delhi,Painter,6,0.76,17930,1194.6
Hyderabad,Telangana,Electrician,10,0.53,16557,1356.64
Pune,Maharashtra,Electrician,11,1.41,14468,1725.86
Bangalore,Karnataka,Electrician,15,1.38,14335,1901.7
Delhi,Delhi,Painter,7,1.19,15094,1351.38
Delhi,Delhi,Painter,6,1.22,15487,1395.74
Delhi,Delhi,Painter,11,1.02,16087,1556.74
Delhi,Delhi,Electrician,6,1.3,18212,1355.24
Chennai,Tamil Nadu,Painter,2,0.64,13438,979.76
Chennai,Tamil Nadu,Carpenter,10,1.39,19141,1649.32
Hyderabad,Telangana,Carpenter,10,1.28,12318,1697.36
Bangalore,Karnataka,Painter,2,1.33,18985,1201.2
Chennai,Tamil Nadu,Mason,10,0.89,9265,1518.8
Bangalore,Karnataka,Mason,5,1.4,8967,1315.34
Delhi,Delhi,Electrician,15,0.8,13873,1594.46
Chennai,Tamil Nadu,Electrician,9,0.56,8303,1394.06
Chennai,Tamil Nadu,Mason,15,1.1,10216,1611.32
Hyderabad,Telangana,Carpenter,5,0.91,9296,948.42
Pune,Maharashtra,Carpenter,1,1.35,14976,1173.02
Hyderabad,Telangana,Painter,9,0.74,15802,1445.04
Hyderabad,Telangana,Carpenter,4,0.71,18648,1211.46
Bangalore,Karnataka,Painter,15,0.79,15873,1816.96
Pune,Maharashtra,Carpenter,10,1.37,11914,1560.78
Pune,Maharashtra,Painter,13,1.41,8541,1627.32
Bangalore,Karnataka,Electrician,9,1.49,13346,1469.42
Chennai,Tamil Nadu,Mason,7,0.96,9600,1055.0
Hyderabad,Telangana,Painter,1,0.5,15604,710.08
Hyderabad,Telangana,Mason,9,0.65,18439,1323.28
Bangalore,Karnataka,Electrician,1,0.6,13244,1004.88
Bangalore,Karnataka,Painter,2,1.03,14787,968.24
Chennai,Tamil Nadu,Carpenter,7,0.77,17283,1264.16
Chennai,Tamil Nadu,Painter,15,1.3,17204,1894.08
Bangalore,Karnataka,Carpenter,15,1.29,15007,1925.64
Pune,Maharashtra,Electrician,6,0.7,18125,1127.5
Delhi,Delhi,Painter,6,1.32,18555,1625.1
Bangalore,Karnataka,Painter,13,1.0,12881,1792.62
Delhi,Delhi,Painter,2,1.07,12616,1084.82
Bangalore,Karnataka,Electrician,15,0.97,9453,1923.56
Hyderabad,Telangana,Mason,11,1.24,10485,1459.7
Pune,Maharashtra,Painter,1,1.15,14542,1086.34
Bangalore,Karnataka,Painter,15,1.0,19838,1857.76
Delhi,Delhi,Painter,8,1.01,16455,1447.6
Hyderabad,Telangana,Electrician,15,1.03,11536,1768.22
Chennai,Tamil Nadu,Painter,12,1.1,12650,1473.0
Chennai,Tamil Nadu,Mason,10,1.3,19630,1652.6
Bangalore,Karnataka,Carpenter,15,0.87,12954,1731.58
Pune,Maharashtra,Carpenter,7,0.88,16215,1440.3
Hyderabad,Telangana,Mason,3,1.17,18723,1317.96
Bangalore,Karnataka,Painter,8,0.8,9388,1144.76
Pune,Maharashtra,Electrician,5,0.85,15166,1305.82
Delhi,Delhi,Electrician,5,1.21,18434,1569.18
Pune,Maharashtra,Electrician,15,1.17,11555,1789.6
Chennai,Tamil Nadu,Electrician,10,0.73,8701,1399.52
Chennai,Tamil Nadu,Carpenter,4,1.18,12612,1036.24
Chennai,Tamil Nadu,Carpenter,7,0.97,10271,1235.92
Hyderabad,Telangana,Painter,1,1.38,11180,1203.6
Delhi,Delhi,Electrician,11,0.55,18368,1707.86
Delhi,Delhi,Mason,1,1.39,9012,899.74
Pune,Maharashtra,Electrician,6,0.54,14498,1063.96
Bangalore,Karnataka,Mason,10,1.48,11076,1611.52
Bangalore,Karnataka,Painter,8,1.03,11193,1313.36
Hyderabad,Telangana,Painter,8,0.94,13504,1367.08
Chennai,Tamil Nadu,Mason,6,0.53,11176,1113.02
Bangalore,Karnataka,Electrician,5,0.56,10859,1220.18
Bangalore,Karnataka,Mason,9,0.72,12787,1561.74
Delhi,Delhi,Painter,13,0.73,9599,1401.48
Bangalore,Karnataka,Electrician,12,1.17,12965,1708.8
Bangalore,Karnataka,Carpenter,11,1.06,13094,1514.88
Chennai,Tamil Nadu,Mason,2,1.25,8438,1175.26
Hyderabad,Telangana,Carpenter,13,0.89,9439,1720.28
Delhi,Delhi,Painter,11,1.14,12524,1415.48
Delhi,Delhi,Electrician,11,1.27,11317,1616.84
Bangalore,Karnataka,Mason,5,1.46,12125,1167.5
Bangalore,Karnataka,Electrician,10,0.58,8900,1322.0
Delhi,Delhi,Mason,8,0.85,15962,1313.74
Hyderabad,Telangana,Carpenter,10,0.52,17855,1571.1
Chennai,Tamil Nadu,Painter,1,0.62,10149,891.98
Pune,Maharashtra,Mason,3,0.71,13385,1125.2
Hyderabad,Telangana,Electrician,13,0.67,8674,1445.98
Bangalore,Karnataka,Electrician,10,0.82,15195,1637.9
Bangalore,Karnataka,Mason,12,1.32,8387,1740.74
Bangalore,Karnataka,Carpenter,14,1.02,13795,1830.9
Bangalore,Karnataka,Painter,7,0.93,13589,1229.28
Pune,Maharashtra,Carpenter,9,1.07,12035,1438.2
Delhi,Delhi,Electrician,4,0.54,18169,1158.38
Chennai,Tamil Nadu,Painter,3,0.8,17648,1117.96
Bangalore,Karnataka,Electrician,9,0.56,17352,1382.04
Hyderabad,Telangana,Mason,8,0.88,14004,1334.08
Bangalore,Karnataka,Painter,9,1.33,9825,1620.0
Chennai,Tamil Nadu,Carpenter,13,1.45,10010,1589.7
Bangalore,Karnataka,Electrician,3,1.12,8496,906.92
Chennai,Tamil Nadu,Carpenter,4,0.88,19470,1285.4
Chennai,Tamil Nadu,Mason,9,1.09,9643,1601.36
Pune,Maharashtra,Electrician,11,1.21,11468,1620.86
Pune,Maharashtra,Painter,3,1.39,16407,1394.64
Hyderabad,Telangana,Carpenter,12,1.35,11976,1854.02
Delhi,Delhi,Electrician,14,0.82,9258,1696.16
Pune,Maharashtra,Mason,5,1.28,15210,1463.2
Chennai,Tamil Nadu,Carpenter,13,1.09,11066,1823.82
Chennai,Tamil Nadu,Mason,5,1.39,14855,1453.6
Hyderabad,Telangana,Electrician,11,0.51,13847,1578.44
Bangalore,Karnataka,Mason,9,0.78,14560,1283.2
Pune,Maharashtra,Mason,11,1.28,17292,1770.84
Hyderabad,Telangana,Mason,15,0.89,12656,1956.62
Chennai,Tamil Nadu,Electrician,6,0.71,15792,1183.34
Bangalore,Karnataka,Painter,9,0.71,9222,1146.94
Pune,Maharashtra,Painter,7,0.67,15168,1096.86
Bangalore,Karnataka,Carpenter,4,0.79,15000,1147.5
Pune,Maharashtra,Electrician,3,1.1,8249,1071.98
Pune,Maharashtra,Mason,1,1.1,17368,1141.36
Chennai,Tamil Nadu,Carpenter,7,0.66,10524,1121.48
Bangalore,Karnataka,Mason,7,0.65,11405,1254.6
Pune,Maharashtra,Mason,2,0.81,10887,888.24
Chennai,Tamil Nadu,Carpenter,13,1.32,16124,2027.48
Chennai,Tamil Nadu,Carpenter,7,0.87,19907,1383.64
Delhi,Delhi,Mason,2,1.46,15215,1365.3
Chennai,Tamil Nadu,Carpenter,8,1.11,10130,1319.1
Pune,Maharashtra,Electrician,2,1.21,12049,1157.48
Chennai,Tamil Nadu,Electrician,5,0.93,13841,1107.32
Bangalore,Karnataka,Mason,3,1.17,10613,1025.76
Bangalore,Karnataka,Carpenter,7,1.22,9368,1329.36
Hyderabad,Telangana,Mason,9,1.42,18282,1582.64
Bangalore,Karnataka,Painter,2,1.16,16070,1154.4
Delhi,Delhi,Painter,13,1.24,9650,1534.0
Hyderabad,Telangana,Painter,10,0.93,9354,1392.58
Bangalore,Karnataka,Painter,9,1.42,13137,1660.74
Delhi,Delhi,Electrician,7,0.83,16762,1195.74
Delhi,Delhi,Electrician,10,0.72,17872,1411.44
Hyderabad,Telangana,Carpenter,10,0.95,9274,1248.98
Pune,Maharashtra,Painter,8,1.4,11656,1360.12
Bangalore,Karnataka,Electrician,2,0.76,18908,1151.16
Chennai,Tamil Nadu,Electrician,10,0.91,17154,1400.58
Chennai,Tamil Nadu,Mason,5,0.83,15212,1018.74
Pune,Maharashtra,Carpenter,8,1.35,8105,1502.6
Delhi,Delhi,Painter,10,1.22,10687,1677.74
Delhi,Delhi,Carpenter,7,0.52,11558,1345.16
Delhi,Delhi,Electrician,14,1.24,9671,1694.42
Delhi,Delhi,Painter,9,1.09,9755,1246.6
Bangalore,Karnataka,Electrician,2,0.97,10148,781.46
Pune,Maharashtra,Painter,6,1.46,11443,1304.86
Chennai,Tamil Nadu,Mason,4,0.99,16421,1298.92
Pune,Maharashtra,Painter,10,0.55,19673,1360.96
Hyderabad,Telangana,Electrician,3,1.36,10106,985.12
Chennai,Tamil Nadu,Painter,6,0.65,16196,1272.42
Hyderabad,Telangana,Mason,4,1.24,18888,1413.76
Pune,Maharashtra,Electrician,10,0.75,18580,1428.1
Chennai,Tamil Nadu,Electrician,11,1.09,11231,1568.12
Pune,Maharashtra,Carpenter,10,1.09,13614,1569.78
Delhi,Delhi,Electrician,1,1.07,8416,746.82
Pune,Maharashtra,Carpenter,3,1.34,8252,1123.04
Delhi,Delhi,Electrician,13,0.77,11873,1634.96
Pune,Maharashtra,Electrician,2,0.58,16163,911.26
Pune,Maharashtra,Electrician,7,0.64,11732,1067.64
Pune,Maharashtra,Mason,2,0.9,11116,812.32
Chennai,Tamil Nadu,Mason,9,1.23,9858,1424.66
Hyderabad,Telangana,Electrician,4,0.88,12323,1126.46
Chennai,Tamil Nadu,Electrician,11,1.04,12220,1733.4
Bangalore,Karnataka,Mason,10,0.78,17048,1488.96
Bangalore,Karnataka,Carpenter,3,0.98,9407,1121.14
Hyderabad,Telangana,Mason,15,0.71,15349,1721.48
Chennai,Tamil Nadu,Electrician,6,0.5,12760,1001.2
Pune,Maharashtra,Painter,11,0.72,16083,1449.66
Delhi,Delhi,Carpenter,10,0.8,11453,1594.06
Delhi,Delhi,Mason,14,1.19,18012,1811.74
Pune,Maharashtra,Carpenter,1,1.39,15629,1006.08
Pune,Maharashtra,Carpenter,7,1.15,19057,1455.64
Chennai,Tamil Nadu,Carpenter,15,0.6,10969,1817.38
Delhi,Delhi,Painter,8,0.96,15668,1238.36
Chennai,Tamil Nadu,Mason,5,1.49,13612,1224.74
Pune,Maharashtra,Mason,9,0.83,15033,1274.16
Delhi,Delhi,Mason,8,1.04,16665,1546.3
Hyderabad,Telangana,Carpenter,5,0.63,18152,1094.54
Pune,Maharashtra,Mason,6,0.96,16646,1475.92
Chennai,Tamil Nadu,Mason,7,0.85,18580,1206.1
Pune,Maharashtra,Mason,14,1.0,13042,1555.84
Bangalore,Karnataka,Carpenter,11,0.85,16449,1580.48
Bangalore,Karnataka,Painter,11,0.68,12373,1431.46
Pune,Maharashtra,Carpenter,5,0.59,15403,1083.56
Delhi,Delhi,Electrician,14,0.54,19452,1636.04
Bangalore,Karnataka,Carpenter,14,0.85,8417,1625.84
Bangalore,Karnataka,Carpenter,15,0.6,12933,1682.66
Chennai,Tamil Nadu,Carpenter,8,1.5,19539,1816.78
Hyderabad,Telangana,Mason,7,0.69,12811,1170.72
Chennai,Tamil Nadu,Mason,15,0.63,12486,1769.22
Bangalore,Karnataka,Electrician,14,0.79,9650,1449.5
Bangalore,Karnataka,Carpenter,5,1.07,14714,1370.78
Pune,Maharashtra,Painter,2,0.94,18674,972.48
Bangalore,Karnataka,Electrician,8,1.13,9233,1181.16
Bangalore,Karnataka,Electrician,14,0.55,14265,1634.8
Chennai,Tamil Nadu,Mason,2,0.79,8026,1032.02
Bangalore,Karnataka,Mason,11,1.37,14386,1758.22
Delhi,Delhi,Carpenter,10,0.8,18616,1761.32
Delhi,Delhi,Electrician,15,0.52,13270,1737.4
Chennai,Tamil Nadu,Mason,2,0.63,8656,865.62
Delhi,Delhi,Electrician,1,1.32,17201,1298.02
Chennai,Tamil Nadu,Mason,13,1.22,19133,1724.66
Chennai,Tamil Nadu,Carpenter,11,0.81,18844,1806.38
Hyderabad,Telangana,Electrician,11,1.38,18959,1835.18
Hyderabad,Telangana,Mason,14,0.87,11995,1747.4
Chennai,Tamil Nadu,Carpenter,10,1.3,9868,1452.36
Pune,Maharashtra,Electrician,6,1.44,19406,1357.12
Bangalore,Karnataka,Carpenter,2,0.62,16516,982.32
Bangalore,Karnataka,Painter,3,1.26,13724,1050.48
Hyderabad,Telangana,Mason,14,1.45,15275,1776.0
Bangalore,Karnataka,Mason,2,1.16,17280,1113.6
Chennai,Tamil Nadu,Carpenter,2,1.31,17904,1246.58
Bangalore,Karnataka,Carpenter,5,1.22,18230,1430.6
Bangalore,Karnataka,Electrician,14,1.2,12662,1808.24
Delhi,Delhi,Mason,14,1.05,12502,1579.54
Delhi,Delhi,Electrician,15,0.94,13131,1814.62
Delhi,Delhi,Painter,11,0.61,12626,1479.02
Chennai,Tamil Nadu,Carpenter,13,0.67,11487,1759.24
Pune,Maharashtra,Carpenter,1,1.22,19211,1294.22
Delhi,Delhi,Carpenter,2,1.2,14445,1047.9
Chennai,Tamil Nadu,Mason,13,0.66,18894,1763.88
Hyderabad,Telangana,Mason,9,1.34,10074,1497.48
Pune,Maharashtra,Electrician,3,0.91,16295,1263.4
Delhi,Delhi,Electrician,7,1.31,16972,1638.94
Pune,Maharashtra,Carpenter,5,0.64,13146,1014.92
Pune,Maharashtra,Mason,11,0.89,17972,1691.94
Hyderabad,Telangana,Painter,2,0.78,17848,1119.96
Pune,Maharashtra,Mason,14,1.2,8931,1688.62
Bangalore,Karnataka,Electrician,2,0.52,14842,887.84
Delhi,Delhi,Painter,13,1.08,9476,1618.52
Delhi,Delhi,Mason,6,1.06,19510,1281.2
Chennai,Tamil Nadu,Mason,13,1.42,17020,2026.4
Bangalore,Karnataka,Carpenter,2,1.14,10927,1112.54
Hyderabad,Telangana,Painter,9,1.43,9059,1467.68
Chennai,Tamil Nadu,Electrician,1,1.31,15384,1210.18
Delhi,Delhi,Mason,9,1.28,17749,1600.98
Bangalore,Karnataka,Painter,4,0.66,16197,1233.94
Pune,Maharashtra,Electrician,4,0.73,8806,1085.62
Hyderabad,Telangana,Electrician,8,0.69,17658,1575.66
Hyderabad,Telangana,Carpenter,6,0.66,8750,955.0
Bangalore,Karnataka,Painter,15,0.85,8911,1864.72
Bangalore,Karnataka,Painter,2,1.25,14157,1220.64
Hyderabad,Telangana,Electrician,2,0.77,14139,1153.28
Bangalore,Karnataka,Painter,14,1.32,14389,2022.78
Hyderabad,Telangana,Carpenter,14,1.39,18556,1902.62
Bangalore,Karnataka,Painter,5,0.59,18776,1242.02
Pune,Maharashtra,Electrician,13,0.9,14718,1697.36
Bangalore,Karnataka,Mason,8,0.83,14684,1339.18
Pune,Maharashtra,Electrician,5,1.27,15304,1165.58
Delhi,Delhi,Mason,8,0.73,9331,1096.12
Delhi,Delhi,Mason,10,0.51,13378,1425.06
Delhi,Delhi,Carpenter,15,1.1,8968,1593.36
Delhi,Delhi,Painter,11,1.25,17655,1731.6
Hyderabad,Telangana,Electrician,13,1.34,11588,1663.76
Chennai,Tamil Nadu,Mason,10,0.77,15258,1666.66
Delhi,Delhi,Carpenter,11,0.98,15786,1820.72
Bangalore,Karnataka,Painter,7,0.82,18218,1555.36
Chennai,Tamil Nadu,Electrician,13,1.09,16469,1853.88
Hyderabad,Telangana,Carpenter,1,0.55,19950,1005.5
Pune,Maharashtra,Mason,13,0.86,12995,1745.9
Bangalore,Karnataka,Painter,2,1.11,8223,1106.96
Chennai,Tamil Nadu,Painter,9,0.97,13815,1528.8
Pune,Maharashtra,Carpenter,3,0.64,17816,1048.32
Delhi,Delhi,Mason,15,0.75,12215,1683.8
Delhi,Delhi,Painter,2,1.05,9245,893.4
Pune,Maharashtra,Painter,2,1.48,10424,944.48
Pune,Maharashtra,Electrician,6,0.66,14004,1038.08
Hyderabad,Telangana,Carpenter,4,1.46,14737,1399.74
Chennai,Tamil Nadu,Painter,1,1.12,19206,1065.12
Delhi,Delhi,Painter,4,1.44,9030,1078.6
Hyderabad,Telangana,Carpenter,12,0.51,11766,1360.82
Chennai,Tamil Nadu,Painter,12,0.6,12927,1467.54
Delhi,Delhi,Electrician,9,0.58,15385,1429.7
Hyderabad,Telangana,Electrician,15,1.4,16395,1857.9
Bangalore,Karnataka,Mason,5,0.75,18652,1358.54
Delhi,Delhi,Painter,7,0.89,16547,1409.44
Delhi,Delhi,Electrician,3,0.94,14691,1287.82
Hyderabad,Telangana,Carpenter,10,0.93,16460,1458.7
Pune,Maharashtra,Mason,13,0.76,10795,1779.9
Pune,Maharashtra,Painter,13,0.86,9351,1538.02
Hyderabad,Telangana,Electrician,6,1.22,17594,1609.88
Hyderabad,Telangana,Carpenter,6,0.95,14580,1191.1
Chennai,Tamil Nadu,Painter,15,1.0,12144,1778.88
Bangalore,Karnataka,Mason,11,1.48,10907,1535.14
Pune,Maharashtra,Electrician,4,1.33,17163,1219.76
Delhi,Delhi,Carpenter,9,1.08,13220,1577.4
Hyderabad,Telangana,Mason,7,0.91,12362,1106.74
Delhi,Delhi,Carpenter,3,1.33,13799,1236.48
Pune,Maharashtra,Mason,2,0.95,11425,841.0
Chennai,Tamil Nadu,Mason,2,1.41,9131,864.12
Chennai,Tamil Nadu,Painter,14,1.0,19460,1845.2
Pune,Maharashtra,Mason,11,0.6,16811,1576.22
Pune,Maharashtra,Painter,1,0.64,15287,1031.74
Hyderabad,Telangana,Carpenter,4,0.6,12097,1185.94
Hyderabad,Telangana,Painter,3,0.86,17701,1068.02
Delhi,Delhi,Painter,4,0.81,17851,1161.52
Bangalore,Karnataka,Painter,4,1.06,12113,1049.26
Bangalore,Karnataka,Painter,1,0.75,8976,662.02
Delhi,Delhi,Mason,15,1.35,9790,1889.3
Chennai,Tamil Nadu,Painter,5,1.13,17252,1392.54
Pune,Maharashtra,Painter,2,0.7,9428,1001.56
Chennai,Tamil Nadu,Mason,2,1.29,18066,1206.82
Bangalore,Karnataka,Carpenter,10,1.03,17843,1769.36
Pune,Maharashtra,Electrician,12,1.3,9830,1774.6
Hyderabad,Telangana,Carpenter,10,0.87,9089,1207.28
Bangalore,Karnataka,Carpenter,13,1.14,14660,1942.2
